## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4740303D  13   6   b   30       9          4              0      HO   -12    61      4
 4740343D  13   6   b   30       9          3              2      HO   -13    61      4
 4740383D  13   6   b   30       9          2              0      HO   -14    61      4
 47403C3D  13   6   b   30       9          1              2      HO   -15    61      4
 4E2407BD  13  13   b   31       1          8              0     HOX   -15    61   -999
 4740043E  13  13   b   31       1          4              1      HO    -1    62      4
 4740083E  13   7   t   30      10          8              2      HO    -2    62      4
 47400C3E  13  13   b   31       1          4              0      HO    -3    62      4
 4740103E  13  13   b   31       1          4              2      HO    -4    62      4
 4E24023E  13   7   b   30      11          4              2     HOX    -4    62   -999
 4740143E  13   7   t   30      10          3              1      HO    -5    62      4
 4740183E  13   7   t   30      10          2              2      HO    -6    62      4
 47401C3E  13   7   t   30      10          1              1      HO    -7    62      4
 4740203E  13   6   t   30       8          8              2      HO    -8    62      4
 4740243E  13   6   t   30       8          7              1      HO    -9    62      4
 4740283E  13   6   t   30       8          6              2      HO   -10    62      4
 47402C3E  13   6   t   30       8          5              1      HO   -11    62      4
 4740303E  13   6   t   30       8          4              2      HO   -12    62      4
 4740343E  13   6   t   30       8          3              1      HO   -13    62      4
 4740383E  13   6   t   30       8          2              2      HO   -14    62      4
 47403C3E  13   6   t   30       8          1              1      HO   -15    62      4
 4E2407BE  13   7   b   30      11          8              2     HOX   -15    62   -999
 4740043F  13  13   t   31       0          8              0      HO    -1    63      4
 4740083F  13   7   t   30      10          6              1      HO    -2    63      4
 47400C3F  13  13   t   31       0          8              1      HO    -3    63      4
 4740103F  13  13   t   31       0          8              2      HO    -4    63      4
 4740143F  13   7   t   30      10          3              0      HO    -5    63      4
 4740183F  13   7   t   30      10          2              1      HO    -6    63      4
 47401C3F  13   7   t   30      10          1              0      HO    -7    63      4
 4740203F  13   6   t   30       8          8              1      HO    -8    63      4
 4740243F  13   6   t   30       8          7              0      HO    -9    63      4
 4740283F  13   6   t   30       8          6              1      HO   -10    63      4
 47402C3F  13   6   t   30       8          5              0      HO   -11    63      4
 4740303F  13   6   t   30       8          4              1      HO   -12    63      4
 4740343F  13   6   t   30       8          3              0      HO   -13    63      4
 4740383F  13   6   t   30       8          2              1      HO   -14    63      4
 47403C3F  13   6   t   30       8          1              0      HO   -15    63      4
 4E2407BF  13   7   b   30      11          8              1     HOX   -15    63   -999
 47400440  13  13   t   31       0          7              1      HO    -1    64      4
 47400840  13   7   t   30      10          5              2      HO    -2    64      4
 47400C40  13  13   t   31       0          7              0      HO    -3    64      4
 47401040  13  13   t   31       0          7              2      HO    -4    64      4
 4E240240  13   7   t   30      10          6              2     HOX    -4    64   -999
 47401440  13   7   t   30      10          3              2      HO    -5    64      4
 47401840  13   7   t   30      10          2              0      HO    -6    64      4
 47401C40  13   7   t   30      10          1              2      HO    -7    64      4
 47402040  13   6   t   30       8          8              0      HO    -8    64      4
