## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43101029  31   4   u    0       0          9              1      HB    -4    41      1
 43103029  31   4   u    0       0          9              2      HB   -12    41      1
 43204028  31   5   u    0       0         14              0      HB   -16    40      2
 43203C28  31   5   u    0       0         14              1      HB   -15    40      2
 43103828  31   5   u    0       0         14              2      HB   -14    40      1
 43103C28  31   5   u    0       0         15              0      HB   -15    40      1
 43103428  31   5   u    0       0         15              1      HB   -13    40      1
 43104028  31   5   u    0       0         15              2      HB   -16    40      1
 43204027  31   5   u    0       0         16              0      HB   -16    39      2
 43203C27  31   5   u    0       0         16              1      HB   -15    39      2
 43103827  31   5   u    0       0         16              2      HB   -14    39      1
 43103C27  31   5   u    0       0         17              0      HB   -15    39      1
 43103427  31   5   u    0       0         17              1      HB   -13    39      1
 43104027  31   5   u    0       0         17              2      HB   -16    39      1
 45104428  31   5   u    0       0         18              0      HE   -17    40      1
 45304028  31   5   u    0       0         18              1      HE   -16    40      3
 45106427  31   5   u    0       0         18              2      HE   -25    39      1
 45104828  31   5   u    0       0         19              0      HE   -18    40      1
 45204828  31   5   u    0       0         19              1      HE   -18    40      2
 45206427  31   5   u    0       0         19              2      HE   -25    39      2
 45104427  31   5   u    0       0         20              0      HE   -17    39      1
 45304027  31   5   u    0       0         20              1      HE   -16    39      3
 45106827  31   5   u    0       0         20              2      HE   -26    39      1
 45104827  31   5   u    0       0         21              0      HE   -18    39      1
 45204827  31   5   u    0       0         21              1      HE   -18    39      2
 45206827  31   5   u    0       0         21              2      HE   -26    39      2
 4320402A  31   5   u    0       0          2              0      HB   -16    42      2
