#file created 17.Jun.2016
#Writing HCAL Front End Map... IOV C
#      eta      phi    depth   subdet      rbx       rm
       -11       54        4       HO   HO2M10        1
       -12       54        4       HO   HO2M10        1
       -13       54        4       HO   HO2M10        1
       -14       54        4       HO   HO2M10        1
       -15       54        4       HO   HO2M10        1
        -1       55        4       HO    HO010        3
        -2       55        4       HO    HO010        3
        -3       55        4       HO    HO010        3
        -4       55        4       HO    HO010        3
        -5       55        4       HO   HO1M10        3
        -6       55        4       HO   HO1M10        3
        -7       55        4       HO   HO1M10        3
        -8       55        4       HO   HO1M10        3
        -9       55        4       HO   HO1M10        3
       -10       55        4       HO   HO1M10        3
       -11       55        4       HO   HO2M10        1
       -12       55        4       HO   HO2M10        1
       -13       55        4       HO   HO2M10        1
       -14       55        4       HO   HO2M10        1
       -15       55        4       HO   HO2M10        1
        -1       56        4       HO    HO010        3
        -2       56        4       HO    HO010        3
        -3       56        4       HO    HO010        3
        -4       56        4       HO    HO010        3
        -5       56        4       HO   HO1M10        1
        -6       56        4       HO   HO1M10        1
        -7       56        4       HO   HO1M10        1
        -8       56        4       HO   HO1M10        1
        -9       56        4       HO   HO1M10        1
       -10       56        4       HO   HO1M10        1
       -11       56        4       HO   HO2M10        3
       -12       56        4       HO   HO2M10        3
       -13       56        4       HO   HO2M10        3
       -14       56        4       HO   HO2M10        3
       -15       56        4       HO   HO2M10        3
        -1       57        4       HO    HO010        2
        -2       57        4       HO    HO010        2
        -3       57        4       HO    HO010        2
        -4       57        4       HO    HO010        2
        -5       57        4       HO   HO1M10        1
        -6       57        4       HO   HO1M10        1
        -7       57        4       HO   HO1M10        1
        -8       57        4       HO   HO1M10        1
        -9       57        4       HO   HO1M10        1
       -10       57        4       HO   HO1M10        1
       -11       57        4       HO   HO2M10        3
       -12       57        4       HO   HO2M10        3
       -13       57        4       HO   HO2M10        3
       -14       57        4       HO   HO2M10        3
       -15       57        4       HO   HO2M10        3
        -1       58        4       HO    HO010        2
        -2       58        4       HO    HO010        2
        -3       58        4       HO    HO010        2
        -4       58        4       HO    HO010        2
        -5       58        4       HO   HO1M10        1
        -6       58        4       HO   HO1M10        1
        -7       58        4       HO   HO1M10        1
        -8       58        4       HO   HO1M10        1
        -9       58        4       HO   HO1M10        1
       -10       58        4       HO   HO1M10        1
       -11       58        4       HO   HO2M10        3
       -12       58        4       HO   HO2M10        3
       -13       58        4       HO   HO2M10        3
       -14       58        4       HO   HO2M10        3
       -15       58        4       HO   HO2M10        3
        -1       59        4       HO    HO011        4
        -2       59        4       HO    HO011        4
        -3       59        4       HO    HO011        4
        -4       59        4       HO    HO011        4
        -5       59        4       HO   HO1M12        2
        -6       59        4       HO   HO1M12        2
        -7       59        4       HO   HO1M12        2
        -8       59        4       HO   HO1M12        2
        -9       59        4       HO   HO1M12        2
       -10       59        4       HO   HO1M12        2
       -11       59        4       HO   HO2M12        4
       -12       59        4       HO   HO2M12        4
       -13       59        4       HO   HO2M12        4
       -14       59        4       HO   HO2M12        4
       -15       59        4       HO   HO2M12        4
        -1       60        4       HO    HO011        4
        -2       60        4       HO    HO011        4
        -3       60        4       HO    HO011        4
        -4       60        4       HO    HO011        4
        -5       60        4       HO   HO1M12        2
        -6       60        4       HO   HO1M12        2
        -7       60        4       HO   HO1M12        2
        -8       60        4       HO   HO1M12        2
        -9       60        4       HO   HO1M12        2
       -10       60        4       HO   HO1M12        2
       -11       60        4       HO   HO2M12        4
       -12       60        4       HO   HO2M12        4
       -13       60        4       HO   HO2M12        4
       -14       60        4       HO   HO2M12        4
       -15       60        4       HO   HO2M12        4
        -1       61        4       HO    HO011        3
        -2       61        4       HO    HO011        3
        -3       61        4       HO    HO011        3
        -4       61        4       HO    HO011        3
        -5       61        4       HO   HO1M12        2
        -6       61        4       HO   HO1M12        2
        -7       61        4       HO   HO1M12        2
        -8       61        4       HO   HO1M12        2
        -9       61        4       HO   HO1M12        2
       -10       61        4       HO   HO1M12        2
       -11       61        4       HO   HO2M12        4
       -12       61        4       HO   HO2M12        4
       -13       61        4       HO   HO2M12        4
       -14       61        4       HO   HO2M12        4
       -15       61        4       HO   HO2M12        4
        -1       62        4       HO    HO011        3
        -2       62        4       HO    HO011        3
        -3       62        4       HO    HO011        3
        -4       62        4       HO    HO011        3
        -5       62        4       HO   HO1M12        4
        -6       62        4       HO   HO1M12        4
        -7       62        4       HO   HO1M12        4
        -8       62        4       HO   HO1M12        4
        -9       62        4       HO   HO1M12        4
       -10       62        4       HO   HO1M12        4
       -11       62        4       HO   HO2M12        2
       -12       62        4       HO   HO2M12        2
       -13       62        4       HO   HO2M12        2
       -14       62        4       HO   HO2M12        2
       -15       62        4       HO   HO2M12        2
        -1       63        4       HO    HO011        2
        -2       63        4       HO    HO011        2
        -3       63        4       HO    HO011        2
        -4       63        4       HO    HO011        2
        -5       63        4       HO   HO1M12        4
        -6       63        4       HO   HO1M12        4
        -7       63        4       HO   HO1M12        4
        -8       63        4       HO   HO1M12        4
        -9       63        4       HO   HO1M12        4
       -10       63        4       HO   HO1M12        4
       -11       63        4       HO   HO2M12        2
       -12       63        4       HO   HO2M12        2
       -13       63        4       HO   HO2M12        2
       -14       63        4       HO   HO2M12        2
       -15       63        4       HO   HO2M12        2
        -1       64        4       HO    HO011        2
        -2       64        4       HO    HO011        2
        -3       64        4       HO    HO011        2
        -4       64        4       HO    HO011        2
        -5       64        4       HO   HO1M12        4
        -6       64        4       HO   HO1M12        4
        -7       64        4       HO   HO1M12        4
        -8       64        4       HO   HO1M12        4
        -9       64        4       HO   HO1M12        4
       -10       64        4       HO   HO1M12        4
       -11       64        4       HO   HO2M12        2
       -12       64        4       HO   HO2M12        2
       -13       64        4       HO   HO2M12        2
       -14       64        4       HO   HO2M12        2
       -15       64        4       HO   HO2M12        2
        -1       65        4       HO    HO012        1
        -2       65        4       HO    HO012        1
        -3       65        4       HO    HO012        1
        -4       65        4       HO    HO012        1
        -5       65        4       HO   HO1M12        3
        -6       65        4       HO   HO1M12        3
        -7       65        4       HO   HO1M12        3
        -8       65        4       HO   HO1M12        3
        -9       65        4       HO   HO1M12        3
       -10       65        4       HO   HO1M12        3
       -11       65        4       HO   HO2M12        1
       -12       65        4       HO   HO2M12        1
       -13       65        4       HO   HO2M12        1
       -14       65        4       HO   HO2M12        1
       -15       65        4       HO   HO2M12        1
        -1       66        4       HO    HO012        1
        -2       66        4       HO    HO012        1
        -3       66        4       HO    HO012        1
        -4       66        4       HO    HO012        1
        -5       66        4       HO   HO1M12        3
        -6       66        4       HO   HO1M12        3
        -7       66        4       HO   HO1M12        3
        -8       66        4       HO   HO1M12        3
        -9       66        4       HO   HO1M12        3
       -10       66        4       HO   HO1M12        3
       -11       66        4       HO   HO2M12        1
       -12       66        4       HO   HO2M12        1
       -13       66        4       HO   HO2M12        1
       -14       66        4       HO   HO2M12        1
       -15       66        4       HO   HO2M12        1
        -1       67        4       HO    HO012        2
        -2       67        4       HO    HO012        2
        -3       67        4       HO    HO012        2
        -4       67        4       HO    HO012        2
        -5       67        4       HO   HO1M12        3
        -6       67        4       HO   HO1M12        3
        -7       67        4       HO   HO1M12        3
        -8       67        4       HO   HO1M12        3
        -9       67        4       HO   HO1M12        3
       -10       67        4       HO   HO1M12        3
       -11       67        4       HO   HO2M12        1
       -12       67        4       HO   HO2M12        1
       -13       67        4       HO   HO2M12        1
       -14       67        4       HO   HO2M12        1
       -15       67        4       HO   HO2M12        1
        -1       68        4       HO    HO012        2
        -2       68        4       HO    HO012        2
        -3       68        4       HO    HO012        2
        -4       68        4       HO    HO012        2
        -5       68        4       HO   HO1M12        1
        -6       68        4       HO   HO1M12        1
        -7       68        4       HO   HO1M12        1
        -8       68        4       HO   HO1M12        1
        -9       68        4       HO   HO1M12        1
       -10       68        4       HO   HO1M12        1
       -11       68        4       HO   HO2M12        3
       -12       68        4       HO   HO2M12        3
       -13       68        4       HO   HO2M12        3
       -14       68        4       HO   HO2M12        3
       -15       68        4       HO   HO2M12        3
        -1       69        4       HO    HO012        3
        -2       69        4       HO    HO012        3
        -3       69        4       HO    HO012        3
        -4       69        4       HO    HO012        3
        -5       69        4       HO   HO1M12        1
        -6       69        4       HO   HO1M12        1
        -7       69        4       HO   HO1M12        1
        -8       69        4       HO   HO1M12        1
        -9       69        4       HO   HO1M12        1
       -10       69        4       HO   HO1M12        1
       -11       69        4       HO   HO2M12        3
       -12       69        4       HO   HO2M12        3
       -13       69        4       HO   HO2M12        3
       -14       69        4       HO   HO2M12        3
       -15       69        4       HO   HO2M12        3
        -1       70        4       HO    HO012        3
        -2       70        4       HO    HO012        3
        -3       70        4       HO    HO012        3
        -4       70        4       HO    HO012        3
        -5       70        4       HO   HO1M12        1
        -6       70        4       HO   HO1M12        1
        -7       70        4       HO   HO1M12        1
        -8       70        4       HO   HO1M12        1
        -9       70        4       HO   HO1M12        1
       -10       70        4       HO   HO1M12        1
       -11       70        4       HO   HO2M12        3
       -12       70        4       HO   HO2M12        3
       -13       70        4       HO   HO2M12        3
       -14       70        4       HO   HO2M12        3
       -15       70        4       HO   HO2M12        3
        -1       71        4       HO    HO001        1
        -2       71        4       HO    HO001        1
        -3       71        4       HO    HO001        1
        -4       71        4       HO    HO001        1
        -5       71        4       HO   HO1M02        2
        -6       71        4       HO   HO1M02        2
        -7       71        4       HO   HO1M02        2
        -8       71        4       HO   HO1M02        2
        -9       71        4       HO   HO1M02        2
       -10       71        4       HO   HO1M02        2
       -11       71        4       HO   HO2M02        4
       -12       71        4       HO   HO2M02        4
       -13       71        4       HO   HO2M02        4
       -14       71        4       HO   HO2M02        4
       -15       71        4       HO   HO2M02        4
        -1       72        4       HO    HO001        1
        -2       72        4       HO    HO001        1
        -3       72        4       HO    HO001        1
        -4       72        4       HO    HO001        1
        -5       72        4       HO   HO1M02        2
        -6       72        4       HO   HO1M02        2
        -7       72        4       HO   HO1M02        2
        -8       72        4       HO   HO1M02        2
        -9       72        4       HO   HO1M02        2
       -10       72        4       HO   HO1M02        2
       -11       72        4       HO   HO2M02        4
       -12       72        4       HO   HO2M02        4
       -13       72        4       HO   HO2M02        4
       -14       72        4       HO   HO2M02        4
       -15       72        4       HO   HO2M02        4
         1        1        4       HO    HO001        2
         2        1        4       HO    HO001        2
         3        1        4       HO    HO001        2
         4        1        4       HO    HO001        2
         5        1        4       HO   HO1P02        2
         6        1        4       HO   HO1P02        2
         7        1        4       HO   HO1P02        2
         8        1        4       HO   HO1P02        2
         9        1        4       HO   HO1P02        2
        10        1        4       HO   HO1P02        2
        11        1        4       HO   HO2P02        2
        12        1        4       HO   HO2P02        2
        13        1        4       HO   HO2P02        2
        14        1        4       HO   HO2P02        2
        15        1        4       HO   HO2P02        2
         1        2        4       HO    HO001        2
         2        2        4       HO    HO001        2
         3        2        4       HO    HO001        2
         4        2        4       HO    HO001        2
         5        2        4       HO   HO1P02        4
         6        2        4       HO   HO1P02        4
         7        2        4       HO   HO1P02        4
         8        2        4       HO   HO1P02        4
         9        2        4       HO   HO1P02        4
        10        2        4       HO   HO1P02        4
        11        2        4       HO   HO2P02        4
        12        2        4       HO   HO2P02        4
        13        2        4       HO   HO2P02        4
        14        2        4       HO   HO2P02        4
        15        2        4       HO   HO2P02        4
         1        3        4       HO    HO001        3
         2        3        4       HO    HO001        3
         3        3        4       HO    HO001        3
         4        3        4       HO    HO001        3
         5        3        4       HO   HO1P02        4
         6        3        4       HO   HO1P02        4
         7        3        4       HO   HO1P02        4
         8        3        4       HO   HO1P02        4
         9        3        4       HO   HO1P02        4
        10        3        4       HO   HO1P02        4
        11        3        4       HO   HO2P02        4
        12        3        4       HO   HO2P02        4
        13        3        4       HO   HO2P02        4
        14        3        4       HO   HO2P02        4
        15        3        4       HO   HO2P02        4
         1        4        4       HO    HO001        3
         2        4        4       HO    HO001        3
         3        4        4       HO    HO001        3
         4        4        4       HO    HO001        3
         5        4        4       HO   HO1P02        4
         6        4        4       HO   HO1P02        4
         7        4        4       HO   HO1P02        4
         8        4        4       HO   HO1P02        4
         9        4        4       HO   HO1P02        4
        10        4        4       HO   HO1P02        4
        11        4        4       HO   HO2P02        4
        12        4        4       HO   HO2P02        4
        13        4        4       HO   HO2P02        4
        14        4        4       HO   HO2P02        4
        15        4        4       HO   HO2P02        4
         1        5        4       HO    HO002        4
         2        5        4       HO    HO002        4
         3        5        4       HO    HO002        4
         4        5        4       HO    HO002        4
         5        5        4       HO   HO1P02        3
         6        5        4       HO   HO1P02        3
         7        5        4       HO   HO1P02        3
         8        5        4       HO   HO1P02        3
         9        5        4       HO   HO1P02        3
        10        5        4       HO   HO1P02        3
        11        5        4       HO   HO2P02        3
        12        5        4       HO   HO2P02        3
        13        5        4       HO   HO2P02        3
        14        5        4       HO   HO2P02        3
        15        5        4       HO   HO2P02        3
         1        6        4       HO    HO002        4
         2        6        4       HO    HO002        4
         3        6        4       HO    HO002        4
         4        6        4       HO    HO002        4
         5        6        4       HO   HO1P02        3
         6        6        4       HO   HO1P02        3
         7        6        4       HO   HO1P02        3
         8        6        4       HO   HO1P02        3
         9        6        4       HO   HO1P02        3
        10        6        4       HO   HO1P02        3
        11        6        4       HO   HO2P02        3
        12        6        4       HO   HO2P02        3
        13        6        4       HO   HO2P02        3
        14        6        4       HO   HO2P02        3
        15        6        4       HO   HO2P02        3
         1        7        4       HO    HO002        3
         2        7        4       HO    HO002        3
         3        7        4       HO    HO002        3
         4        7        4       HO    HO002        3
         5        7        4       HO   HO1P02        3
         6        7        4       HO   HO1P02        3
         7        7        4       HO   HO1P02        3
         8        7        4       HO   HO1P02        3
         9        7        4       HO   HO1P02        3
        10        7        4       HO   HO1P02        3
        11        7        4       HO   HO2P02        3
        12        7        4       HO   HO2P02        3
        13        7        4       HO   HO2P02        3
        14        7        4       HO   HO2P02        3
        15        7        4       HO   HO2P02        3
         1        8        4       HO    HO002        3
         2        8        4       HO    HO002        3
         3        8        4       HO    HO002        3
         4        8        4       HO    HO002        3
         5        8        4       HO   HO1P02        1
         6        8        4       HO   HO1P02        1
         7        8        4       HO   HO1P02        1
         8        8        4       HO   HO1P02        1
         9        8        4       HO   HO1P02        1
        10        8        4       HO   HO1P02        1
        11        8        4       HO   HO2P02        1
        12        8        4       HO   HO2P02        1
        13        8        4       HO   HO2P02        1
        14        8        4       HO   HO2P02        1
        15        8        4       HO   HO2P02        1
         1        9        4       HO    HO002        2
         2        9        4       HO    HO002        2
         3        9        4       HO    HO002        2
         4        9        4       HO    HO002        2
         5        9        4       HO   HO1P02        1
         6        9        4       HO   HO1P02        1
         7        9        4       HO   HO1P02        1
         8        9        4       HO   HO1P02        1
         9        9        4       HO   HO1P02        1
        10        9        4       HO   HO1P02        1
        11        9        4       HO   HO2P02        1
        12        9        4       HO   HO2P02        1
        13        9        4       HO   HO2P02        1
        14        9        4       HO   HO2P02        1
        15        9        4       HO   HO2P02        1
         1       10        4       HO    HO002        2
         2       10        4       HO    HO002        2
         3       10        4       HO    HO002        2
         4       10        4       HO    HO002        2
         5       10        4       HO   HO1P02        1
         6       10        4       HO   HO1P02        1
         7       10        4       HO   HO1P02        1
         8       10        4       HO   HO1P02        1
         9       10        4       HO   HO1P02        1
        10       10        4       HO   HO1P02        1
        11       10        4       HO   HO2P02        1
        12       10        4       HO   HO2P02        1
        13       10        4       HO   HO2P02        1
        14       10        4       HO   HO2P02        1
        15       10        4       HO   HO2P02        1
         1       11        4       HO    HO003        4
         2       11        4       HO    HO003        4
         3       11        4       HO    HO003        4
         4       11        4       HO    HO003        4
         5       11        4       HO   HO1P04        2
         6       11        4       HO   HO1P04        2
         7       11        4       HO   HO1P04        2
         8       11        4       HO   HO1P04        2
         9       11        4       HO   HO1P04        2
        10       11        4       HO   HO1P04        2
        11       11        4       HO   HO2P04        2
        12       11        4       HO   HO2P04        2
        13       11        4       HO   HO2P04        2
        14       11        4       HO   HO2P04        2
        15       11        4       HO   HO2P04        2
         1       12        4       HO    HO003        4
         2       12        4       HO    HO003        4
         3       12        4       HO    HO003        4
         4       12        4       HO    HO003        4
         5       12        4       HO   HO1P04        2
         6       12        4       HO   HO1P04        2
         7       12        4       HO   HO1P04        2
         8       12        4       HO   HO1P04        2
         9       12        4       HO   HO1P04        2
        10       12        4       HO   HO1P04        2
        11       12        4       HO   HO2P04        2
        12       12        4       HO   HO2P04        2
        13       12        4       HO   HO2P04        2
        14       12        4       HO   HO2P04        2
        15       12        4       HO   HO2P04        2
         1       13        4       HO    HO003        3
         2       13        4       HO    HO003        3
         3       13        4       HO    HO003        3
         4       13        4       HO    HO003        3
         5       13        4       HO   HO1P04        2
         6       13        4       HO   HO1P04        2
         7       13        4       HO   HO1P04        2
         8       13        4       HO   HO1P04        2
         9       13        4       HO   HO1P04        2
        10       13        4       HO   HO1P04        2
        11       13        4       HO   HO2P04        2
        12       13        4       HO   HO2P04        2
        13       13        4       HO   HO2P04        2
        14       13        4       HO   HO2P04        2
        15       13        4       HO   HO2P04        2
         1       14        4       HO    HO003        3
         2       14        4       HO    HO003        3
         3       14        4       HO    HO003        3
         4       14        4       HO    HO003        3
         5       14        4       HO   HO1P04        4
         6       14        4       HO   HO1P04        4
         7       14        4       HO   HO1P04        4
         8       14        4       HO   HO1P04        4
         9       14        4       HO   HO1P04        4
        10       14        4       HO   HO1P04        4
        11       14        4       HO   HO2P04        4
        12       14        4       HO   HO2P04        4
        13       14        4       HO   HO2P04        4
        14       14        4       HO   HO2P04        4
        15       14        4       HO   HO2P04        4
         1       15        4       HO    HO003        2
         2       15        4       HO    HO003        2
         3       15        4       HO    HO003        2
         4       15        4       HO    HO003        2
         5       15        4       HO   HO1P04        4
         6       15        4       HO   HO1P04        4
         7       15        4       HO   HO1P04        4
         8       15        4       HO   HO1P04        4
         9       15        4       HO   HO1P04        4
        10       15        4       HO   HO1P04        4
        11       15        4       HO   HO2P04        4
        12       15        4       HO   HO2P04        4
        13       15        4       HO   HO2P04        4
        14       15        4       HO   HO2P04        4
        15       15        4       HO   HO2P04        4
         1       16        4       HO    HO003        2
         2       16        4       HO    HO003        2
         3       16        4       HO    HO003        2
         4       16        4       HO    HO003        2
         5       16        4       HO   HO1P04        4
         6       16        4       HO   HO1P04        4
         7       16        4       HO   HO1P04        4
         8       16        4       HO   HO1P04        4
         9       16        4       HO   HO1P04        4
        10       16        4       HO   HO1P04        4
        11       16        4       HO   HO2P04        4
        12       16        4       HO   HO2P04        4
        13       16        4       HO   HO2P04        4
        14       16        4       HO   HO2P04        4
        15       16        4       HO   HO2P04        4
         1       17        4       HO    HO004        1
         2       17        4       HO    HO004        1
         3       17        4       HO    HO004        1
         4       17        4       HO    HO004        1
         5       17        4       HO   HO1P04        3
         6       17        4       HO   HO1P04        3
         7       17        4       HO   HO1P04        3
         8       17        4       HO   HO1P04        3
         9       17        4       HO   HO1P04        3
        10       17        4       HO   HO1P04        3
        11       17        4       HO   HO2P04        3
        12       17        4       HO   HO2P04        3
        13       17        4       HO   HO2P04        3
        14       17        4       HO   HO2P04        3
        15       17        4       HO   HO2P04        3
         1       18        4       HO    HO004        1
         2       18        4       HO    HO004        1
         3       18        4       HO    HO004        1
         4       18        4       HO    HO004        1
         5       18        4       HO   HO1P04        3
         6       18        4       HO   HO1P04        3
         7       18        4       HO   HO1P04        3
         8       18        4       HO   HO1P04        3
         9       18        4       HO   HO1P04        3
        10       18        4       HO   HO1P04        3
        11       18        4       HO   HO2P04        3
        12       18        4       HO   HO2P04        3
        13       18        4       HO   HO2P04        3
        14       18        4       HO   HO2P04        3
        15       18        4       HO   HO2P04        3
         1       19        4       HO    HO004        2
         2       19        4       HO    HO004        2
         3       19        4       HO    HO004        2
         4       19        4       HO    HO004        2
         5       19        4       HO   HO1P04        3
         6       19        4       HO   HO1P04        3
         7       19        4       HO   HO1P04        3
         8       19        4       HO   HO1P04        3
         9       19        4       HO   HO1P04        3
        10       19        4       HO   HO1P04        3
        11       19        4       HO   HO2P04        3
        12       19        4       HO   HO2P04        3
        13       19        4       HO   HO2P04        3
        14       19        4       HO   HO2P04        3
        15       19        4       HO   HO2P04        3
         1       20        4       HO    HO004        2
         2       20        4       HO    HO004        2
         3       20        4       HO    HO004        2
         4       20        4       HO    HO004        2
         5       20        4       HO   HO1P04        1
         6       20        4       HO   HO1P04        1
         7       20        4       HO   HO1P04        1
         8       20        4       HO   HO1P04        1
         9       20        4       HO   HO1P04        1
        10       20        4       HO   HO1P04        1
        11       20        4       HO   HO2P04        1
        12       20        4       HO   HO2P04        1
        13       20        4       HO   HO2P04        1
        14       20        4       HO   HO2P04        1
        15       20        4       HO   HO2P04        1
         1       21        4       HO    HO004        3
         2       21        4       HO    HO004        3
         3       21        4       HO    HO004        3
         4       21        4       HO    HO004        3
         5       21        4       HO   HO1P04        1
         6       21        4       HO   HO1P04        1
         7       21        4       HO   HO1P04        1
         8       21        4       HO   HO1P04        1
         9       21        4       HO   HO1P04        1
        10       21        4       HO   HO1P04        1
        11       21        4       HO   HO2P04        1
        12       21        4       HO   HO2P04        1
        13       21        4       HO   HO2P04        1
        14       21        4       HO   HO2P04        1
        15       21        4       HO   HO2P04        1
         1       22        4       HO    HO004        3
         2       22        4       HO    HO004        3
         3       22        4       HO    HO004        3
         4       22        4       HO    HO004        3
         5       22        4       HO   HO1P04        1
         6       22        4       HO   HO1P04        1
         7       22        4       HO   HO1P04        1
         8       22        4       HO   HO1P04        1
         9       22        4       HO   HO1P04        1
        10       22        4       HO   HO1P04        1
        11       22        4       HO   HO2P04        1
        12       22        4       HO   HO2P04        1
        13       22        4       HO   HO2P04        1
        14       22        4       HO   HO2P04        1
        15       22        4       HO   HO2P04        1
         1       23        4       HO    HO005        1
         2       23        4       HO    HO005        1
         3       23        4       HO    HO005        1
         4       23        4       HO    HO005        1
         5       23        4       HO   HO1P06        2
         6       23        4       HO   HO1P06        2
         7       23        4       HO   HO1P06        2
         8       23        4       HO   HO1P06        2
         9       23        4       HO   HO1P06        2
        10       23        4       HO   HO1P06        2
        11       23        4       HO   HO2P06        2
        12       23        4       HO   HO2P06        2
        13       23        4       HO   HO2P06        2
        14       23        4       HO   HO2P06        2
        15       23        4       HO   HO2P06        2
         1       24        4       HO    HO005        1
         2       24        4       HO    HO005        1
         3       24        4       HO    HO005        1
         4       24        4       HO    HO005        1
         5       24        4       HO   HO1P06        2
         6       24        4       HO   HO1P06        2
         7       24        4       HO   HO1P06        2
         8       24        4       HO   HO1P06        2
         9       24        4       HO   HO1P06        2
        10       24        4       HO   HO1P06        2
        11       24        4       HO   HO2P06        2
        12       24        4       HO   HO2P06        2
        13       24        4       HO   HO2P06        2
        14       24        4       HO   HO2P06        2
        15       24        4       HO   HO2P06        2
         1       25        4       HO    HO005        2
         2       25        4       HO    HO005        2
         3       25        4       HO    HO005        2
         4       25        4       HO    HO005        2
         5       25        4       HO   HO1P06        2
         6       25        4       HO   HO1P06        2
         7       25        4       HO   HO1P06        2
         8       25        4       HO   HO1P06        2
         9       25        4       HO   HO1P06        2
        10       25        4       HO   HO1P06        2
        11       25        4       HO   HO2P06        2
        12       25        4       HO   HO2P06        2
        13       25        4       HO   HO2P06        2
        14       25        4       HO   HO2P06        2
        15       25        4       HO   HO2P06        2
         1       26        4       HO    HO005        2
         2       26        4       HO    HO005        2
         3       26        4       HO    HO005        2
         4       26        4       HO    HO005        2
         5       26        4       HO   HO1P06        4
         6       26        4       HO   HO1P06        4
         7       26        4       HO   HO1P06        4
         8       26        4       HO   HO1P06        4
         9       26        4       HO   HO1P06        4
        10       26        4       HO   HO1P06        4
        11       26        4       HO   HO2P06        4
        12       26        4       HO   HO2P06        4
        13       26        4       HO   HO2P06        4
        14       26        4       HO   HO2P06        4
        15       26        4       HO   HO2P06        4
         1       27        4       HO    HO005        3
         2       27        4       HO    HO005        3
         3       27        4       HO    HO005        3
         4       27        4       HO    HO005        3
         5       27        4       HO   HO1P06        4
         6       27        4       HO   HO1P06        4
         7       27        4       HO   HO1P06        4
         8       27        4       HO   HO1P06        4
         9       27        4       HO   HO1P06        4
        10       27        4       HO   HO1P06        4
        11       27        4       HO   HO2P06        4
        12       27        4       HO   HO2P06        4
        13       27        4       HO   HO2P06        4
        14       27        4       HO   HO2P06        4
        15       27        4       HO   HO2P06        4
         1       28        4       HO    HO005        3
         2       28        4       HO    HO005        3
         3       28        4       HO    HO005        3
         4       28        4       HO    HO005        3
         5       28        4       HO   HO1P06        4
         6       28        4       HO   HO1P06        4
         7       28        4       HO   HO1P06        4
         8       28        4       HO   HO1P06        4
         9       28        4       HO   HO1P06        4
        10       28        4       HO   HO1P06        4
        11       28        4       HO   HO2P06        4
        12       28        4       HO   HO2P06        4
        13       28        4       HO   HO2P06        4
        14       28        4       HO   HO2P06        4
        15       28        4       HO   HO2P06        4
         1       29        4       HO    HO006        4
         2       29        4       HO    HO006        4
         3       29        4       HO    HO006        4
         4       29        4       HO    HO006        4
         5       29        4       HO   HO1P06        3
         6       29        4       HO   HO1P06        3
         7       29        4       HO   HO1P06        3
         8       29        4       HO   HO1P06        3
         9       29        4       HO   HO1P06        3
        10       29        4       HO   HO1P06        3
        11       29        4       HO   HO2P06        3
        12       29        4       HO   HO2P06        3
        13       29        4       HO   HO2P06        3
        14       29        4       HO   HO2P06        3
        15       29        4       HO   HO2P06        3
         1       30        4       HO    HO006        4
         2       30        4       HO    HO006        4
         3       30        4       HO    HO006        4
         4       30        4       HO    HO006        4
         5       30        4       HO   HO1P06        3
         6       30        4       HO   HO1P06        3
         7       30        4       HO   HO1P06        3
         8       30        4       HO   HO1P06        3
         9       30        4       HO   HO1P06        3
        10       30        4       HO   HO1P06        3
        11       30        4       HO   HO2P06        3
        12       30        4       HO   HO2P06        3
        13       30        4       HO   HO2P06        3
        14       30        4       HO   HO2P06        3
        15       30        4       HO   HO2P06        3
         1       31        4       HO    HO006        3
         2       31        4       HO    HO006        3
         3       31        4       HO    HO006        3
         4       31        4       HO    HO006        3
         5       31        4       HO   HO1P06        3
         6       31        4       HO   HO1P06        3
         7       31        4       HO   HO1P06        3
         8       31        4       HO   HO1P06        3
         9       31        4       HO   HO1P06        3
        10       31        4       HO   HO1P06        3
        11       31        4       HO   HO2P06        3
        12       31        4       HO   HO2P06        3
        13       31        4       HO   HO2P06        3
        14       31        4       HO   HO2P06        3
        15       31        4       HO   HO2P06        3
         1       32        4       HO    HO006        3
         2       32        4       HO    HO006        3
         3       32        4       HO    HO006        3
         4       32        4       HO    HO006        3
         5       32        4       HO   HO1P06        1
         6       32        4       HO   HO1P06        1
         7       32        4       HO   HO1P06        1
         8       32        4       HO   HO1P06        1
         9       32        4       HO   HO1P06        1
        10       32        4       HO   HO1P06        1
        11       32        4       HO   HO2P06        1
        12       32        4       HO   HO2P06        1
        13       32        4       HO   HO2P06        1
        14       32        4       HO   HO2P06        1
        15       32        4       HO   HO2P06        1
         1       33        4       HO    HO006        2
         2       33        4       HO    HO006        2
         3       33        4       HO    HO006        2
         4       33        4       HO    HO006        2
         5       33        4       HO   HO1P06        1
         6       33        4       HO   HO1P06        1
         7       33        4       HO   HO1P06        1
         8       33        4       HO   HO1P06        1
         9       33        4       HO   HO1P06        1
        10       33        4       HO   HO1P06        1
        11       33        4       HO   HO2P06        1
        12       33        4       HO   HO2P06        1
        13       33        4       HO   HO2P06        1
        14       33        4       HO   HO2P06        1
        15       33        4       HO   HO2P06        1
         1       34        4       HO    HO006        2
         2       34        4       HO    HO006        2
         3       34        4       HO    HO006        2
         4       34        4       HO    HO006        2
         5       34        4       HO   HO1P06        1
         6       34        4       HO   HO1P06        1
         7       34        4       HO   HO1P06        1
         8       34        4       HO   HO1P06        1
         9       34        4       HO   HO1P06        1
        10       34        4       HO   HO1P06        1
        11       34        4       HO   HO2P06        1
        12       34        4       HO   HO2P06        1
